filedFor,cik,ticker,no_shares,value,industry
2008-12-31,354950,HD,3700000,85174000,Consumer Cyclical
2008-12-31,36104,USB,67551426,1689461000,Financial Services
2008-12-31,36270,MTB,6715060,385512000,Financial Services
2008-12-31,39899,TGNA,3447600,27581000,Communication Services
2008-12-31,40545,GE,7777900,126002000,Industrials
2008-12-31,50485,IR,7782600,135028000,Industrials
2008-12-31,60667,LOW,6500000,139880000,Consumer Cyclical
2008-12-31,702165,NSC,1933000,90948000,Industrials
2008-12-31,70858,BAC,5000000,70400000,Financial Services
2008-12-31,731766,UNH,6300000,167580000,Healthcare
2008-12-31,750556,STI1,3204600,94663000,Unknown
2008-12-31,757011,USG1,17072192,137260000,Unknown
2008-12-31,78214,COP,79896273,4138627000,Energy
2008-12-31,80424,PG,96316010,5954255000,Consumer Defensive
2008-12-31,809697,UPS,1429200,78835000,Industrials
2008-12-31,922812,AXP,151610700,2812379000,Financial Services
2009-03-31,1004440,CEG1,14828207,306351000,Unknown
2009-03-31,100885,UNP,9558000,392930000,Industrials
2009-03-31,1013871,NRA,7200000,126720000,Unknown
2009-03-31,1020882,IRM,3372200,74762000,Real Estate
2009-03-31,104169,WMT,19944300,1039098000,Consumer Defensive
2009-03-31,104889,GHC,1727765,616985000,Consumer Defensive
2009-03-31,105598,WFC,302609212,4309155000,Financial Services
2009-03-31,105729,WSC1,5703087,1574052000,Unknown
2009-03-31,1059556,DUT,48000000,1100160000,Unknown
2009-03-31,1103982,MDLZ,138272500,3082094000,Consumer Defensive
2009-03-31,1121404,SNY,3903933,109037000,Healthcare
2009-03-31,1131399,GSK,1510500,46931000,Healthcare
2009-03-31,1156039,ELV,4777300,181394000,Healthcare
2009-03-31,1170010,KMX,12000000,149280000,Consumer Cyclical
2009-03-31,1179484,CDCO,1538377,10922000,Unknown
2009-03-31,1298341,NLC,9000000,117630000,Unknown
2009-03-31,1390844,WBC1EUR,2700000,33237000,Unknown
2009-03-31,1393231,COST,5254000,243365000,Consumer Defensive
2009-03-31,200406,JNJ,32508891,1709968000,Healthcare
2009-03-31,21344,KO,200000000,8789999000,Consumer Defensive
2009-03-31,22301,CMCSA,12000000,154440000,Communication Services
2009-03-31,31277,ETN,3200000,117952000,Industrials
2009-03-31,315066,WFC,76777029,4618138000,Financial Services
2009-03-31,320187,NKE,7641000,358286000,Consumer Cyclical
2009-03-31,320335,GL,2823879,74069000,Financial Services
2009-03-31,354950,HD,3700000,87172000,Consumer Cyclical
2009-03-31,36104,USB,69039426,1008665000,Financial Services
2009-03-31,36270,MTB,6715060,303789000,Financial Services
2009-03-31,39899,TGNA,3447600,7585000,Communication Services
2009-03-31,40545,GE,7777900,78365000,Industrials
2009-03-31,50485,IR,7782600,107392000,Industrials
2009-03-31,60667,LOW,6500000,118625000,Consumer Cyclical
2009-03-31,702165,NSC,1933000,65239000,Industrials
2009-03-31,70858,BAC,5000000,34100000,Financial Services
2009-03-31,731766,UNH,4500000,94185000,Healthcare
2009-03-31,750556,STI1,3204600,37622000,Unknown
2009-03-31,757011,USG1,17072192,129919000,Unknown
2009-03-31,78214,COP,71228096,2789292000,Energy
2009-03-31,80424,PG,96316010,4535521000,Consumer Defensive
2009-03-31,809697,UPS,1429200,70345000,Industrials
2009-03-31,922812,AXP,151610700,2066454000,Financial Services
2009-06-30,100885,UNP,9558000,497589000,Industrials
2009-06-30,1013871,NRA,7200000,186912000,Unknown
2009-06-30,1020882,IRM,3372200,96951000,Real Estate
2009-06-30,104169,WMT,19944300,966102000,Consumer Defensive
2009-06-30,104889,GHC,1727765,608484000,Consumer Defensive
2009-06-30,105598,WFC,302609212,7341299000,Financial Services
2009-06-30,105729,WSC1,5703087,1659598000,Unknown
2009-06-30,1059556,DUT,48000000,1264800000,Unknown
2009-06-30,10795,BDX,1200000,85572000,Healthcare
2009-06-30,1103982,MDLZ,138272500,3503825000,Consumer Defensive
2009-06-30,1121404,SNY,3903933,115126000,Healthcare
2009-06-30,1131399,GSK,1510500,53381000,Healthcare
2009-06-30,1156039,ELV,3500000,178115000,Healthcare
2009-06-30,1170010,KMX,9000000,132320000,Consumer Cyclical
2009-06-30,1179484,CDCO,1538377,11537000,Unknown
2009-06-30,1298341,NLC,9000000,151560000,Unknown
2009-06-30,1390844,WBC1EUR,2700000,47790000,Unknown
2009-06-30,1393231,COST,5254000,240528000,Consumer Defensive
2009-06-30,200406,JNJ,36914633,2096751000,Healthcare
2009-06-30,21344,KO,200000000,9597999000,Consumer Defensive
2009-06-30,22301,CMCSA,12000000,169200000,Communication Services
2009-06-30,31277,ETN,2000000,89220000,Industrials
2009-06-30,315066,WFC,76777029,5646183000,Financial Services
2009-06-30,320187,NKE,7641000,395651000,Consumer Cyclical
2009-06-30,320335,GL,2823879,104596000,Financial Services
2009-06-30,34088,XOM,854490,59737000,Energy
2009-06-30,354950,HD,2757898,65169000,Consumer Cyclical
2009-06-30,36104,USB,69039426,1237186000,Financial Services
2009-06-30,36270,MTB,6715060,341998000,Financial Services
2009-06-30,39899,TGNA,3447600,12308000,Communication Services
2009-06-30,40545,GE,7777900,91157000,Industrials
2009-06-30,50485,IR,7782600,162643000,Industrials
2009-06-30,60667,LOW,6500000,126165000,Consumer Cyclical
2009-06-30,702165,NSC,1933000,72816000,Industrials
2009-06-30,70858,BAC,5000000,66000000,Financial Services
2009-06-30,731766,UNH,3400000,84932000,Healthcare
2009-06-30,750556,STI1,3204600,52716000,Unknown
2009-06-30,757011,USG1,17072192,171917000,Unknown
2009-06-30,78214,COP,64485759,2712271000,Energy
2009-06-30,80424,PG,96316010,4921747000,Consumer Defensive
2009-06-30,809697,UPS,1429200,71446000,Industrials
2009-06-30,922812,AXP,151610700,3523433000,Financial Services
2009-09-30,100885,UNP,19116000,1115418000,Industrials
2009-09-30,1013871,NRA,12000000,338280000,Unknown
2009-09-30,1020882,IRM,6744400,179804000,Real Estate
2009-09-30,104169,WMT,75673284,3714802000,Consumer Defensive
2009-09-30,104889,GHC,3455530,1617464000,Consumer Defensive
2009-09-30,105598,WFC,626711314,17660724000,Financial Services
2009-09-30,105729,WSC1,11406174,3712710000,Unknown
2009-09-30,1059556,DUT,78438624,1604854000,Unknown
2009-09-30,1060931,RSG,7250000,192632000,Industrials
2009-09-30,10795,BDX,2400000,167400000,Healthcare
2009-09-30,1103982,MDLZ,276545000,7264836000,Consumer Defensive
2009-09-30,1121404,SNY,7807866,288500000,Healthcare
2009-09-30,1131399,GSK,3021000,119360000,Healthcare
2009-09-30,1156039,ELV,6788426,321500000,Healthcare
2009-09-30,1170010,KMX,18000000,376200000,Consumer Cyclical
2009-09-30,1179484,CDCO,3076754,25352000,Unknown
2009-09-30,1298341,NLC,18000000,368820000,Unknown
2009-09-30,1393231,COST,10508000,592442000,Consumer Defensive
2009-09-30,200406,JNJ,73829266,4495466000,Healthcare
2009-09-30,21344,KO,400000000,21480000000,Consumer Defensive
2009-09-30,22301,CMCSA,24000000,385920000,Communication Services
2009-09-30,315066,WFC,153554058,12258220000,Financial Services
2009-09-30,320187,NKE,15282000,988746000,Consumer Cyclical
2009-09-30,320335,GL,5647758,245282000,Financial Services
2009-09-30,34088,XOM,2552580,175134000,Energy
2009-09-30,354950,HD,5515796,146940000,Consumer Cyclical
2009-09-30,36104,USB,138078852,3018404000,Financial Services
2009-09-30,36270,MTB,13430120,836964000,Financial Services
2009-09-30,39899,TGNA,6895200,86258000,Communication Services
2009-09-30,40545,GE,15555800,255426000,Industrials
2009-09-30,50485,IR,15565200,477346000,Industrials
2009-09-30,60667,LOW,13000000,272220000,Consumer Cyclical
2009-09-30,702165,NSC,3866000,166664000,Industrials
2009-09-30,70858,BAC,10000000,169200000,Financial Services
2009-09-30,731766,UNH,6800000,170272000,Healthcare
2009-09-30,750556,STI1,6159556,138898000,Unknown
2009-09-30,757011,USG1,34144384,586600000,Unknown
2009-09-30,78214,COP,114860336,5187092000,Energy
2009-09-30,800921,NSRGY,6800000,289394000,Consumer Defensive
2009-09-30,80424,PG,192632020,11157248000,Consumer Defensive
2009-09-30,809697,UPS,2858400,161414000,Industrials
2009-09-30,86312,TRV,54672,2692000,Financial Services
2009-09-30,922812,AXP,303221400,10279204000,Financial Services
2009-12-31,1013871,NRA,12000000,283320000,Unknown
2009-12-31,1020882,IRM,14000000,318640000,Real Estate
2009-12-31,104169,WMT,78074284,4173072000,Consumer Defensive
2009-12-31,104889,GHC,3455530,1519052000,Consumer Defensive
2009-12-31,105598,WFC,640176770,17278370000,Financial Services
2009-12-31,105729,WSC1,11406174,3912318000,Unknown
2009-12-31,1059556,DUT,63629220,1705264000,Unknown
2009-12-31,1060931,RSG,16581000,469408000,Industrials
2009-12-31,10795,BDX,3000000,236580000,Healthcare
2009-12-31,1103982,MDLZ,276545000,7516492000,Consumer Defensive
2009-12-31,1121404,SNY,7807866,306612000,Healthcare
2009-12-31,1131399,GSK,3021000,127638000,Healthcare
2009-12-31,1156039,ELV,2687640,156662000,Healthcare
2009-12-31,1170010,KMX,16000000,388000000,Consumer Cyclical
2009-12-31,1179484,CDCO,3076754,30766000,Unknown
2009-12-31,1298341,NLC,18000000,459180000,Unknown
2009-12-31,1393231,COST,10508000,621758000,Consumer Defensive
2009-12-31,200406,JNJ,54264934,3495204000,Healthcare
2009-12-31,21344,KO,400000000,22799998000,Consumer Defensive
2009-12-31,22301,CMCSA,24000000,384240000,Communication Services
2009-12-31,315066,WFC,153554058,15143502000,Financial Services
2009-12-31,320187,NKE,15282000,1009682000,Consumer Cyclical
2009-12-31,320335,GL,5647758,248220000,Financial Services
2009-12-31,34088,XOM,843600,57526000,Energy
2009-12-31,354950,HD,5515796,159572000,Consumer Cyclical
2009-12-31,36104,USB,138078852,3108154000,Financial Services
2009-12-31,36270,MTB,13430120,898342000,Financial Services
2009-12-31,39899,TGNA,4404400,65406000,Communication Services
2009-12-31,40545,GE,15555800,235360000,Industrials
2009-12-31,50485,IR,11273200,402862000,Industrials
2009-12-31,60667,LOW,13000000,304070000,Consumer Cyclical
2009-12-31,70858,BAC,10000000,150600000,Financial Services
2009-12-31,731766,UNH,2350000,71628000,Healthcare
2009-12-31,750556,STI1,4796412,97318000,Unknown
2009-12-31,757011,USG1,34144384,479728000,Unknown
2009-12-31,78214,COP,75422660,3851836000,Energy
2009-12-31,800921,NSRGY,6800000,328780000,Consumer Defensive
2009-12-31,80424,PG,175006822,10610662000,Consumer Defensive
2009-12-31,809697,UPS,2858400,163986000,Industrials
2009-12-31,86312,TRV,54672,2726000,Financial Services
2009-12-31,922812,AXP,303221400,12286530000,Financial Services
2010-03-31,1013871,NRA,6000000,125400000,Unknown
2010-03-31,1020882,IRM,7794800,213578000,Real Estate
2010-03-31,104169,WMT,39037142,2170465000,Consumer Defensive
2010-03-31,104889,GHC,1727765,767439000,Consumer Defensive
2010-03-31,105598,WFC,320088385,9961150000,Financial Services
2010-03-31,105729,WSC1,5703087,2198540000,Unknown
2010-03-31,1059556,DUT,30783876,915820000,Unknown
2010-03-31,1060931,RSG,10827700,314220000,Industrials
2010-03-31,10795,BDX,1744128,137315000,Healthcare
2010-03-31,1103982,MDLZ,106734745,3227659000,Consumer Defensive
2010-03-31,1121404,SNY,3903933,145851000,Healthcare
2010-03-31,1131399,GSK,1510500,58184000,Healthcare
2010-03-31,1170010,KMX,7725900,194075000,Consumer Cyclical
2010-03-31,1179484,CDCO,1538377,13230000,Unknown
2010-03-31,1298341,NLC,9000000,218970000,Unknown
2010-03-31,1393231,COST,4333363,258745000,Consumer Defensive
2010-03-31,200406,JNJ,23891448,1557722000,Healthcare
2010-03-31,21344,KO,200000000,11000000000,Consumer Defensive
2010-03-31,22301,CMCSA,12000000,215640000,Communication Services
2010-03-31,320187,NKE,7641000,561613000,Consumer Cyclical
2010-03-31,320335,GL,2823879,151086000,Financial Services
2010-03-31,34088,XOM,421800,28252000,Energy
2010-03-31,354950,HD,2757898,89218000,Consumer Cyclical
2010-03-31,36104,USB,69039426,1786740000,Financial Services
2010-03-31,36270,MTB,5563281,441613000,Financial Services
2010-03-31,39899,TGNA,1740231,28749000,Communication Services
2010-03-31,40545,GE,7777900,141558000,Industrials
2010-03-31,50485,IR,5636600,196527000,Industrials
2010-03-31,60667,LOW,6500000,157560000,Consumer Cyclical
2010-03-31,70858,BAC,5000000,89250000,Financial Services
2010-03-31,757011,USG1,17072192,292959000,Unknown
2010-03-31,78214,COP,34179249,1748952000,Energy
2010-03-31,800921,NSRGY,3400000,174429000,Consumer Defensive
2010-03-31,80424,PG,79096784,5004454000,Consumer Defensive
2010-03-31,809697,UPS,1429200,92055000,Industrials
2010-03-31,922812,AXP,151610700,6255457000,Financial Services
2010-06-30,1013871,NRA,6000000,127260000,Unknown
2010-06-30,1020882,IRM,8000000,179680000,Real Estate
2010-06-30,104169,WMT,39037142,1876515000,Consumer Defensive
2010-06-30,104889,GHC,1727765,709214000,Consumer Defensive
2010-06-30,105598,WFC,320088385,8194263000,Financial Services
2010-06-30,105729,WSC1,5703087,1843238000,Unknown
2010-06-30,1059556,DUT,30783876,613214000,Unknown
2010-06-30,1060931,RSG,10827700,321908000,Industrials
2010-06-30,10795,BDX,1889889,127794000,Healthcare
2010-06-30,1103982,MDLZ,105214584,2946008000,Consumer Defensive
2010-06-30,1121404,SNY,4063675,122154000,Healthcare
2010-06-30,1131399,GSK,1510500,51372000,Healthcare
2010-06-30,1170010,KMX,7725900,153745000,Consumer Cyclical
2010-06-30,1179484,CDCO,1538377,13799000,Unknown
2010-06-30,1298341,NLC,9150000,187209000,Unknown
2010-06-30,1393231,COST,4333363,237598000,Consumer Defensive
2010-06-30,200406,JNJ,41319563,2440334000,Healthcare
2010-06-30,21344,KO,200000000,10024000000,Consumer Defensive
2010-06-30,22301,CMCSA,12000000,197160000,Communication Services
2010-06-30,320187,NKE,7641000,516150000,Consumer Cyclical
2010-06-30,320335,GL,2823879,139811000,Financial Services
2010-06-30,34088,XOM,421800,24072000,Energy
2010-06-30,354950,HD,2757898,77414000,Consumer Cyclical
2010-06-30,36104,USB,69039426,1543031000,Financial Services
2010-06-30,36270,MTB,5363821,455657000,Financial Services
2010-06-30,39899,TGNA,1740231,23424000,Communication Services
2010-06-30,40545,GE,7777900,112157000,Industrials
2010-06-30,50485,IR,5636600,194386000,Industrials
2010-06-30,60667,LOW,6500000,132730000,Consumer Cyclical
2010-06-30,70858,BAC,5000000,71850000,Financial Services
2010-06-30,757011,USG1,17072192,206232000,Unknown
2010-06-30,78214,COP,29109637,1428992000,Energy
2010-06-30,798354,FI,4400000,200904000,Technology
2010-06-30,800921,NSRGY,3400000,164585000,Consumer Defensive
2010-06-30,80424,PG,78071036,4682699000,Consumer Defensive
2010-06-30,809697,UPS,1429200,81307000,Industrials
2010-06-30,922812,AXP,151610700,6018944000,Financial Services
2010-09-30,104169,WMT,78074284,4178536000,Consumer Defensive
2010-09-30,104889,GHC,3455530,1380174000,Consumer Defensive
2010-09-30,105598,WFC,672817690,16897814000,Financial Services
2010-09-30,105729,WSC1,11406174,4085122000,Unknown
2010-09-30,1059556,DUT,57747512,1442534000,Unknown
2010-09-30,10795,BDX,3779778,280082000,Healthcare
2010-09-30,1103982,MDLZ,210429168,6493844000,Consumer Defensive
2010-09-30,1121404,SNY,8127350,270234000,Healthcare
2010-09-30,1131399,GSK,3021000,119390000,Healthcare
2010-09-30,1179484,CDCO,3076754,27692000,Unknown
2010-09-30,1298341,NLC,12284600,309694000,Unknown
2010-09-30,1390777,BK,3985518,104140000,Financial Services
2010-09-30,1393231,COST,8666726,558918000,Consumer Defensive
2010-09-30,200406,JNJ,85249126,5282036000,Healthcare
2010-09-30,21344,KO,400000000,23408002000,Consumer Defensive
2010-09-30,22301,CMCSA,373794,6358000,Communication Services
2010-09-30,320187,NKE,7285858,583888000,Consumer Cyclical
2010-09-30,320335,GL,5647758,300124000,Financial Services
2010-09-30,34088,XOM,843600,52126000,Energy
2010-09-30,36104,USB,138078852,2985264000,Financial Services
2010-09-30,36270,MTB,10727642,877628000,Financial Services
2010-09-30,39899,TGNA,3480462,42566000,Communication Services
2010-09-30,40545,GE,15555800,252782000,Industrials
2010-09-30,50485,IR,1273200,45424000,Industrials
2010-09-30,60667,LOW,13000000,289770000,Consumer Cyclical
2010-09-30,70858,BAC,10000000,131024000,Financial Services
2010-09-30,757011,USG1,34144384,450364000,Unknown
2010-09-30,78214,COP,58219274,3343532000,Energy
2010-09-30,798354,FI,7821600,420958000,Technology
2010-09-30,800921,NSRGY,6800000,364378000,Consumer Defensive
2010-09-30,80424,PG,153532072,9207320000,Consumer Defensive
2010-09-30,809697,UPS,2858400,190626000,Industrials
2010-09-30,922812,AXP,303221400,12744394000,Financial Services
2010-12-31,104169,WMT,39037142,2105273000,Consumer Defensive
2010-12-31,104889,GHC,1727765,759354000,Consumer Defensive
2010-12-31,105598,WFC,342623925,10617915000,Financial Services
2010-12-31,105729,WSC1,5703087,2101074000,Unknown
2010-12-31,1059556,DUT,28415250,754141000,Unknown
2010-12-31,1103982,MDLZ,105214584,3315311000,Consumer Defensive
2010-12-31,1121404,SNY,4063675,130972000,Healthcare
2010-12-31,1131399,GSK,1510500,59242000,Healthcare
2010-12-31,1179484,CDCO,1538377,13846000,Unknown
2010-12-31,1390777,BK,1793915,54176000,Financial Services
2010-12-31,1393231,COST,4333363,312912000,Consumer Defensive
2010-12-31,200406,JNJ,42624563,2636330000,Healthcare
2010-12-31,21344,KO,200000000,13154000000,Consumer Defensive
2010-12-31,320335,GL,2823879,168698000,Financial Services
2010-12-31,34088,XOM,421800,30842000,Energy
2010-12-31,36104,USB,69039426,1861994000,Financial Services
2010-12-31,36270,MTB,5363821,466920000,Financial Services
2010-12-31,39899,TGNA,1740231,26260000,Communication Services
2010-12-31,40545,GE,7777900,142258000,Industrials
2010-12-31,50485,IR,636600,29949000,Industrials
2010-12-31,757011,USG1,17072192,287325000,Unknown
2010-12-31,78214,COP,29109637,1982366000,Energy
2010-12-31,80424,PG,76766036,4938358000,Consumer Defensive
2010-12-31,809697,UPS,1429200,103731000,Industrials
2010-12-31,922812,AXP,151610700,6507132000,Financial Services
2011-03-31,104169,WMT,39037142,2031883000,Consumer Defensive
2011-03-31,104889,GHC,1727765,756001000,Consumer Defensive
2011-03-31,105598,WFC,342623925,10864604000,Financial Services
2011-03-31,105729,WSC1,5703087,2219641000,Unknown
2011-03-31,1059556,DUT,28415250,963561000,Unknown
2011-03-31,1103982,MDLZ,105214584,3299529000,Consumer Defensive
2011-03-31,1121404,SNY,4063675,143123000,Healthcare
2011-03-31,1131399,GSK,1510500,58018000,Healthcare
2011-03-31,1141391,MA,216000,54372000,Financial Services
2011-03-31,1179484,CDCO,1538377,14229000,Unknown
2011-03-31,1390777,BK,1793915,53584000,Financial Services
2011-03-31,1393231,COST,4333363,317722000,Consumer Defensive
2011-03-31,200406,JNJ,42624563,2525506000,Healthcare
2011-03-31,21344,KO,200000000,13268001000,Consumer Defensive
2011-03-31,320335,GL,2823879,187732000,Financial Services
2011-03-31,34088,XOM,421800,35486000,Energy
2011-03-31,36104,USB,69039426,1824712000,Financial Services
2011-03-31,36270,MTB,5363821,474537000,Financial Services
2011-03-31,39899,TGNA,1740231,26504000,Communication Services
2011-03-31,40545,GE,7777900,155947000,Industrials
2011-03-31,50485,IR,636600,30725000,Industrials
2011-03-31,757011,USG1,17072192,284423000,Unknown
2011-03-31,78214,COP,29101637,2324057000,Energy
2011-03-31,80424,PG,76766036,4728788000,Consumer Defensive
2011-03-31,809697,UPS,1429200,106218000,Industrials
2011-03-31,851397,IBM,4517774,736713000,Technology
2011-03-31,922812,AXP,151610700,6852803000,Financial Services
2011-06-30,104169,WMT,39037142,2074433000,Consumer Defensive
2011-06-30,104889,GHC,1727765,723848000,Consumer Defensive
2011-06-30,105598,WFC,352327608,9886312000,Financial Services
2011-06-30,1059556,DUT,28415250,1089725000,Unknown
2011-06-30,1103982,MDLZ,99467624,3504245000,Consumer Defensive
2011-06-30,1121404,SNY,4063675,163238000,Healthcare
2011-06-30,1131399,GSK,1510500,64800000,Healthcare
2011-06-30,1141391,MA,405000,122043000,Financial Services
2011-06-30,1179484,CDCO,1538377,9583000,Unknown
2011-06-30,1390777,BK,1793915,45960000,Financial Services
2011-06-30,1393231,COST,4333363,352042000,Consumer Defensive
2011-06-30,1442145,VRSK,2101125,72741000,Industrials
2011-06-30,200406,JNJ,42624563,2835387000,Healthcare
2011-06-30,21344,KO,200000000,13457999000,Consumer Defensive
2011-06-30,29534,DG,1497800,50760000,Consumer Defensive
2011-06-30,320335,GL,2823879,181124000,Financial Services
2011-06-30,34088,XOM,421800,34326000,Energy
2011-06-30,36104,USB,69039426,1761196000,Financial Services
2011-06-30,36270,MTB,5363821,471749000,Financial Services
2011-06-30,39899,TGNA,1740231,24920000,Communication Services
2011-06-30,40545,GE,7777900,146691000,Industrials
2011-06-30,50485,IR,636600,28881000,Industrials
2011-06-30,757011,USG1,17072192,244815000,Unknown
2011-06-30,78214,COP,29101637,2188152000,Energy
2011-06-30,80424,PG,76766036,4880018000,Consumer Defensive
2011-06-30,809697,UPS,1429200,104232000,Industrials
2011-06-30,851397,IBM,24854744,4263831000,Technology
2011-06-30,922812,AXP,151610700,7838273000,Financial Services
2011-09-30,104169,WMT,78074284,4052054000,Consumer Defensive
2011-09-30,104889,GHC,3455530,1129856000,Consumer Defensive
2011-09-30,105598,WFC,722739616,17432480000,Financial Services
2011-09-30,1059556,DUT,56830500,1730490000,Unknown
2011-09-30,1103982,MDLZ,179493416,6027390000,Consumer Defensive
2011-09-30,1121404,SNY,8127350,266578000,Healthcare
2011-09-30,1131399,GSK,3021000,124738000,Healthcare
2011-09-30,1141391,MA,810000,256900000,Financial Services
2011-09-30,1179484,CDCO,3076754,18768000,Unknown
2011-09-30,1390777,BK,3587830,66698000,Financial Services
2011-09-30,1393231,COST,8666726,711798000,Consumer Defensive
2011-09-30,1403161,V,4583416,392890000,Financial Services
2011-09-30,1442145,VRSK,6303375,219168000,Industrials
2011-09-30,1465112,DTV1,8498800,359244000,Unknown
2011-09-30,200406,JNJ,74893576,4769970000,Healthcare
2011-09-30,21344,KO,400000000,27024000000,Consumer Defensive
2011-09-30,29534,DG,8994494,339632000,Consumer Defensive
2011-09-30,320335,GL,8471636,295320000,Financial Services
2011-09-30,34088,XOM,843600,61270000,Energy
2011-09-30,36104,USB,138078852,3250376000,Financial Services
2011-09-30,36270,MTB,10764080,752408000,Financial Services
2011-09-30,39899,TGNA,3480462,33168000,Communication Services
2011-09-30,40545,GE,15555800,236760000,Industrials
2011-09-30,50485,IR,1273200,35730000,Industrials
2011-09-30,50863,INTC,18666000,398334000,Technology
2011-09-30,64803,CVS,11322000,380306000,Healthcare
2011-09-30,750556,GD,6128844,348670000,Industrials
2011-09-30,757011,USG1,34144384,229792000,Unknown
2011-09-30,78214,COP,58201874,3685342000,Energy
2011-09-30,80424,PG,153532072,9700154000,Consumer Defensive
2011-09-30,809697,UPS,2858400,180508000,Industrials
2011-09-30,851397,IBM,114697968,20057234000,Technology
2011-09-30,922812,AXP,303221400,13614638000,Financial Services
2011-12-31,104169,WMT,39037142,2332860000,Consumer Defensive
2011-12-31,104889,GHC,1727765,651039000,Consumer Defensive
2011-12-31,105598,WFC,383703628,10574872000,Financial Services
2011-12-31,1059556,DUT,28415250,957025000,Unknown
2011-12-31,1103982,MDLZ,87034713,3251616000,Consumer Defensive
2011-12-31,1121404,SNY,4063675,148487000,Healthcare
2011-12-31,1131399,GSK,1510500,68924000,Healthcare
2011-12-31,1141391,MA,405000,150992000,Financial Services
2011-12-31,1179484,CDCO,1538377,9075000,Unknown
2011-12-31,1390777,BK,1793915,35717000,Financial Services
2011-12-31,1393231,COST,4333363,361056000,Consumer Defensive
2011-12-31,1403161,V,2865008,290884000,Financial Services
2011-12-31,1442145,VRSK,3445029,138249000,Industrials
2011-12-31,1465112,DTV1,20348400,870098000,Unknown
2011-12-31,1507934,STRZA,1701400,132794000,Unknown
2011-12-31,200406,JNJ,29018127,1903009000,Healthcare
2011-12-31,21344,KO,200000000,13994002000,Consumer Defensive
2011-12-31,29534,DG,4497247,185017000,Consumer Defensive
2011-12-31,320335,GL,4235818,183791000,Financial Services
2011-12-31,36104,USB,69039426,1867516000,Financial Services
2011-12-31,36270,MTB,5382040,410865000,Financial Services
2011-12-31,39899,TGNA,1740231,23267000,Communication Services
2011-12-31,40545,GE,7777900,139302000,Industrials
2011-12-31,50485,IR,636600,19379000,Industrials
2011-12-31,50863,INTC,11495000,278754000,Technology
2011-12-31,64803,CVS,7106500,289803000,Healthcare
2011-12-31,750556,GD,3877122,257480000,Industrials
2011-12-31,757011,USG1,17072192,173453000,Unknown
2011-12-31,78214,COP,29100937,2120585000,Energy
2011-12-31,80424,PG,76766036,5121062000,Consumer Defensive
2011-12-31,809697,UPS,1429200,104603000,Industrials
2011-12-31,851397,IBM,63905931,11751023000,Technology
2011-12-31,922812,AXP,151610700,7151476000,Financial Services
2011-12-31,927066,TRL,2684500,203512000,Unknown
2012-03-31,104169,WMT,46708142,2858538000,Consumer Defensive
2012-03-31,104889,GHC,1727765,645441000,Consumer Defensive
2012-03-31,105598,WFC,394334928,13462596000,Financial Services
2012-03-31,1059556,DUT,28415250,1196282000,Unknown
2012-03-31,1103982,MDLZ,78017165,2965432000,Consumer Defensive
2012-03-31,1121404,SNY,4063675,157467000,Healthcare
2012-03-31,1131399,GSK,1510500,67837000,Healthcare
2012-03-31,1141391,MA,405000,170319000,Financial Services
2012-03-31,1339947,VIAB,1591670,75541000,Unknown
2012-03-31,1390777,BK,5607466,135308000,Financial Services
2012-03-31,1393231,COST,4333363,393469000,Consumer Defensive
2012-03-31,1403161,V,2865008,338071000,Financial Services
2012-03-31,1442145,VRSK,2230148,104750000,Industrials
2012-03-31,1465112,DTV1,22999600,1134800000,Unknown
2012-03-31,1466258,TT,636000,26299000,Industrials
2012-03-31,1467858,GM,10000000,256500000,Consumer Cyclical
2012-03-31,1507934,STRZA,3000000,264450000,Unknown
2012-03-31,200406,JNJ,29018127,1914036000,Healthcare
2012-03-31,21344,KO,200000000,14802000000,Consumer Defensive
2012-03-31,29534,DG,3637164,168037000,Consumer Defensive
2012-03-31,320335,GL,4235818,211156000,Financial Services
2012-03-31,36104,USB,69039326,2187165000,Financial Services
2012-03-31,36270,MTB,5382040,467591000,Financial Services
2012-03-31,39899,TGNA,1740231,26678000,Communication Services
2012-03-31,40545,GE,7777900,156102000,Industrials
2012-03-31,50863,INTC,7745000,217751000,Technology
2012-03-31,58361,LEE,1655125,2119000,Communication Services
2012-03-31,64803,CVS,7106500,318371000,Healthcare
2012-03-31,750556,GD,3877122,284503000,Industrials
2012-03-31,757011,USG1,17072192,293642000,Unknown
2012-03-31,78214,COP,29100937,2211963000,Energy
2012-03-31,80424,PG,73254136,4923411000,Consumer Defensive
2012-03-31,809697,UPS,1429200,115365000,Industrials
2012-03-31,851397,IBM,64395700,13436163000,Technology
2012-03-31,922812,AXP,151610700,8772196000,Financial Services
2012-03-31,927066,TRL,6000000,541020000,Unknown
2012-06-30,1390777,BK,18719515,410893000,Financial Services
2012-06-30,1393231,COST,4333363,411669000,Consumer Defensive
2012-06-30,1465112,DTV1,28420700,1387498000,Unknown
2012-06-30,21344,KO,200000000,15637999000,Consumer Defensive
2012-06-30,29534,DG,3320885,180623000,Consumer Defensive
2012-06-30,39899,TGNA,1740231,25634000,Communication Services
2012-06-30,64803,CVS,5301916,247759000,Healthcare
2012-06-30,750556,GD,3877122,255735000,Industrials
2012-06-30,78214,COP,28868637,1613180000,Energy
2012-06-30,922812,AXP,151610700,8825260000,Financial Services
2012-06-30,927066,TRL,9300000,913353000,Unknown
2012-09-30,1390777,BK,19633915,444119000,Financial Services
